Date,City,Property_Price,Occupancy_Rate,Inflation_Rate,Population_Age_65+,Population_Age_65_Growth,Median_Age,Income_Level,Proximity_to_Healthcare,Walkability_Score,Crime_Rate,Property_Tax_Rate,Public_Transport_Access,Government_Incentives,Environmental_Quality,Senior_Living_Vacancy_Rate,Mental_Health_Programs,Memory_Care_Availability
2023-10-01,Hamilton,600000,88,2.54,54138,3.26,45,63637,6,61,9,1,0,1,65.08213000952016,10.025316842570751,1,1
2023-11-01,Hamilton,957906,79,3.28,54671,1.96,42,54787,2,90,1,1,1,0,82.85406262827782,6.499770241515447,1,1
2023-12-01,Hamilton,815770,85,3.15,34490,2.01,48,82578,9,54,4,2,1,0,76.45290787293078,11.028447467863508,1,1
2010-01-01,London,848703,71,2.68,45565,2.13,42,76100,3,64,10,1,1,1,91.73379311443904,12.690232387826478,1,1
2010-02-01,London,986957,93,2.74,44538,2.77,47,38783,3,52,7,1,1,1,82.50667122625333,5.833025831117964,0,0
2010-03-01,London,943318,83,1.61,33963,0.7,42,59665,9,84,6,2,0,1,70.89538317053157,13.320620967541508,0,1
2010-04-01,London,934355,72,3.64,60330,1.96,44,40350,7,88,1,2,1,1,75.3549981373711,9.718429748376138,1,1
2010-05-01,London,860795,74,2.93,50283,2.65,46,57408,4,70,9,2,0,1,78.87068604599294,12.438621448859983,0,1
2010-06-01,London,787094,76,2.32,48052,0.8,47,55420,1,75,2,2,1,0,84.57685192892117,5.280053194724585,1,1
2010-07-01,London,887936,72,2.18,46501,2.51,45,46310,3,54,8,1,1,0,69.03913538620733,11.394684394921038,1,1
2010-08-01,London,872134,85,2.47,55433,2.51,40,32886,5,52,3,2,1,1,62.79776040554525,9.191050862867066,1,0
2010-09-01,London,977388,93,1.03,58410,1.15,48,70718,2,74,6,1,1,1,67.65172696808429,7.733295831246629,1,1
2010-10-01,London,930905,91,2.03,46241,0.58,43,63918,3,83,7,2,1,1,87.95710643780868,14.994590671864021,1,1
2010-11-01,London,978728,94,1.63,54596,2.01,47,68659,3,63,5,2,1,1,71.9435502515317,6.589650940226306,0,0
2010-12-01,London,754909,85,3.36,41669,3.35,47,75989,4,62,6,1,0,0,90.9889437321824,10.138573592691225,0,1
2011-01-01,London,938506,75,2.66,22924,3.44,41,45510,3,65,8,2,0,1,85.47595888661921,10.21827474363845,1,0
2011-02-01,London,818783,82,2.2,56427,0.9,41,70810,9,71,9,1,1,1,94.428081301686,5.976099982297075,0,1
2011-03-01,London,859385,91,3.68,40530,1.06,46,58908,2,68,4,2,1,0,99.75990933654685,10.43540237730571,1,1
2011-04-01,London,983801,74,1.57,43885,2.9,43,71813,1,71,3,2,1,1,91.31953429062943,6.807759548407269,1,1
2011-05-01,London,996615,84,2.4,54913,2.41,43,66469,3,53,1,2,1,1,75.0070559325241,9.860034482382268,1,1
2011-06-01,London,782586,79,3.89,49020,2.11,47,72148,7,86,7,2,1,1,87.90539291330657,11.913864452150186,0,1
2011-07-01,London,883166,86,2.18,52395,3.47,45,51345,7,53,6,2,1,0,99.73559514956273,11.987269237038792,0,0
2011-08-01,London,767312,74,3.51,54962,2.85,47,82242,1,86,3,2,1,0,99.04925026803897,9.88155956087309,0,1
2011-09-01,London,1067642,83,3.5,57260,0.6,43,47892,7,66,3,1,1,1,75.80162142725993,10.642179770333655,0,1
2011-10-01,London,894213,70,2.47,56617,1.64,48,63423,6,87,5,1,1,0,65.45541571734707,5.824044345840445,1,0
2011-11-01,London,885012,70,2.2,61123,1.06,46,57895,1,76,9,2,1,0,95.5555175862593,8.221934506479627,0,1
2011-12-01,London,1101781,94,2.97,42408,1.9,49,47681,2,83,4,2,1,1,74.60202616422123,13.022213189713018,1,1
2012-01-01,London,795707,91,1.59,53691,3.3,43,46326,4,62,8,2,1,0,87.67970088226977,12.529485996631106,0,1
2012-02-01,London,999006,82,2.07,61781,1.15,47,43138,9,73,7,1,1,0,84.60204662114259,14.791121697448023,1,1
2012-03-01,London,830965,90,1.1,49141,2.6,40,58862,6,74,5,1,1,0,77.52489388323453,8.589129909980306,1,0
2012-04-01,London,908032,95,2.5,48954,3.1,40,39086,7,72,3,2,1,0,93.12500767427605,11.385250461916646,1,1
2012-05-01,London,970768,71,3.33,55065,2.34,41,47274,8,72,10,1,1,0,84.56259938909594,12.226497023608564,1,1
2012-06-01,London,901743,91,1.23,62983,2.0,42,43688,6,66,5,2,1,0,62.32253355564365,13.562440416916203,1,1
2012-07-01,London,955823,87,3.53,48274,2.8,44,39626,4,81,9,2,1,0,62.27791794793793,8.743255646128539,1,1
2012-08-01,London,890783,70,3.97,60049,2.1,41,54108,8,78,6,2,0,1,96.44980623017199,5.932449192213584,0,1
2012-09-01,London,992597,83,2.79,37028,1.75,43,72241,7,60,1,2,1,0,64.0772762712228,5.627215909013884,0,1
2012-10-01,London,1017634,93,3.69,34931,2.89,42,62193,3,59,6,1,0,1,94.95628955140668,10.705528549499721,1,0
2012-11-01,London,927331,82,2.98,37957,2.88,48,57906,3,72,2,1,0,0,64.44866300008862,5.3184174454809785,1,1
2012-12-01,London,960680,88,2.98,46554,0.89,48,50456,8,58,4,2,1,1,70.58364139074916,7.100529201793052,1,1
2013-01-01,London,955168,84,3.21,68969,1.31,44,54189,6,78,10,1,1,1,92.22012445039454,12.310758817345485,1,1
2013-02-01,London,975321,85,3.63,38035,3.43,47,23548,5,51,6,1,1,1,78.42036639632715,9.292107795416998,1,0
2013-03-01,London,948923,75,1.43,54719,0.58,42,49075,8,60,5,2,0,0,72.04348721860855,6.096249863300023,1,1
2013-04-01,London,976819,87,3.45,45038,2.36,41,60704,7,77,3,2,1,1,72.20436760848328,10.866430124456343,1,1
2013-05-01,London,974042,93,1.35,56699,1.2,49,68070,6,53,4,2,1,1,84.87532645819732,9.960328899414147,0,0
2013-06-01,London,804714,80,1.09,46713,1.76,40,38898,6,72,2,2,0,1,60.01238927660024,13.822810950453832,0,1
2013-07-01,London,1033547,80,1.21,42246,2.8,41,86768,5,59,8,2,1,0,80.25006937989308,8.63128442846072,0,1
2013-08-01,London,883458,78,2.28,65899,3.25,47,49198,5,81,7,1,0,0,78.27265304825279,13.258534343389648,0,1
2013-09-01,London,777870,73,1.05,58644,0.82,43,49260,2,57,7,2,1,0,74.84478764874927,5.96689716337743,0,1
2013-10-01,London,908505,94,2.94,52305,0.6,50,70095,2,77,3,1,1,1,70.02184235724513,8.344461868783247,0,1
2013-11-01,London,880441,75,3.43,64090,0.97,42,73121,2,55,5,1,1,1,77.39836425404867,6.119729704869933,0,1
2013-12-01,London,869185,92,1.7,65262,1.62,47,71513,7,87,2,1,0,1,91.70348640134274,10.746420706218391,0,0
2014-01-01,London,953398,76,1.22,32218,2.69,43,44066,8,73,9,1,1,1,83.05839425836936,14.338934381498634,0,1
2014-02-01,London,886413,71,2.77,59193,0.95,44,71188,3,76,2,2,0,0,94.03625288603999,9.584676101457237,0,1
2014-03-01,London,747439,84,1.23,55521,2.9,49,54687,4,51,7,2,1,1,66.71515604331385,5.096662666901823,0,0
2014-04-01,London,983818,71,2.51,40500,2.75,42,51709,7,64,6,2,0,1,94.17691841310473,10.879742483703485,0,1
2014-05-01,London,970322,71,1.21,53244,1.48,42,47113,3,55,9,1,0,0,97.32059492521682,12.557141336010847,1,0
2014-06-01,London,827547,91,2.22,55081,2.97,48,36137,9,87,3,1,0,1,66.1828860589907,13.614748123426942,0,1
2014-07-01,London,891245,92,1.08,47669,1.72,40,43458,3,85,5,1,1,0,70.37566429683423,10.462479676028885,0,1
2014-08-01,London,856518,82,3.32,37536,0.95,48,42870,8,69,6,1,1,1,82.95310294335428,7.653063701204189,1,1
2014-09-01,London,817713,80,3.16,79695,3.15,40,60300,7,84,5,2,0,0,86.29885475424615,13.701430055517372,1,1
2014-10-01,London,975364,83,1.99,52186,2.33,44,85032,10,73,9,1,1,1,89.80320684648872,14.049768817816814,0,0
2014-11-01,London,851652,94,1.67,49715,1.92,41,24961,1,63,5,2,0,1,99.49262196794515,12.920192079401351,1,1
2014-12-01,London,942904,82,3.09,48542,2.93,45,45519,7,80,3,2,1,0,94.61663527153775,9.178188061062537,1,1
2015-01-01,London,1019749,85,2.17,45435,0.83,49,80391,9,56,6,2,1,1,84.98957839625832,12.575269941328445,1,1
2015-02-01,London,763379,79,3.99,45999,1.59,41,59173,2,61,1,2,0,0,63.715988579764776,5.6316773090303105,0,1
2015-03-01,London,888665,77,1.23,51316,2.84,41,36221,3,90,8,2,1,1,85.81962156665412,14.461737047963453,0,1
2015-04-01,London,935648,87,2.18,25396,1.92,49,57897,7,52,6,1,1,0,78.88029928469317,12.98678105907632,0,0
2015-05-01,London,761351,78,3.99,44762,2.98,49,57240,4,59,8,2,0,0,80.26847055731193,10.281400572737537,1,1
2015-06-01,London,950554,93,2.32,51594,3.22,41,61369,3,69,5,2,1,0,78.07434660536961,6.924110378871394,1,1
2015-07-01,London,803853,90,3.09,49483,1.56,49,60744,6,62,6,1,1,0,70.10831438836499,6.978546496776644,1,1
2015-08-01,London,940788,85,2.16,61932,1.93,50,55782,5,76,1,2,1,1,99.89282446559082,7.821786456492331,1,1
2015-09-01,London,781843,91,3.73,52201,1.85,43,66330,4,86,7,2,1,0,97.27689742742348,11.2793749329946,1,1
2015-10-01,London,817527,88,1.17,62979,2.84,48,69691,3,89,10,1,1,0,87.57136327003859,8.381109207361321,1,0
2015-11-01,London,621704,78,2.94,49129,0.89,47,54468,4,71,1,2,0,1,63.34328888001423,13.226249276785602,0,0
2015-12-01,London,994594,88,1.84,54489,0.83,49,86222,5,79,6,2,1,0,81.70280813632272,9.40218972971002,0,1
2016-01-01,London,877212,78,2.24,50956,0.79,42,54174,1,79,5,2,1,1,67.48433691669013,12.821940360464525,1,1
2016-02-01,London,922272,87,2.01,64316,3.28,46,49158,8,57,3,2,0,1,71.66612741578795,12.91532618666892,1,1
2016-03-01,London,949638,95,2.87,39205,0.61,40,44776,8,84,3,1,0,1,80.10597338489129,11.561370440820198,1,1
2016-04-01,London,840070,80,2.02,61891,1.38,41,86342,4,67,7,2,0,0,67.74863769118241,10.022944086937837,1,1
2016-05-01,London,953363,92,3.73,35454,3.38,48,57142,3,50,7,2,0,1,89.8583903688711,14.276142351480566,1,1
2016-06-01,London,929137,79,2.05,27857,0.5,47,72263,8,80,4,2,1,0,82.49795765085675,6.23760666084011,0,1
2016-07-01,London,936892,71,2.75,50117,1.55,48,40040,9,65,1,1,1,0,77.27950369700629,5.567151382822255,1,1
2016-08-01,London,822900,80,2.26,49357,2.09,49,41809,2,74,6,2,1,0,61.630930973654856,11.722715076341926,0,0
2016-09-01,London,816793,85,1.52,39150,1.74,45,66673,1,88,6,2,1,1,95.17305996063294,13.95934496291902,0,0
2016-10-01,London,896174,82,3.7,61337,2.62,48,40128,6,66,10,2,1,0,86.7979672401232,7.577976621641259,0,1
2016-11-01,London,1098337,77,2.8,52315,1.83,46,75373,8,60,4,2,1,1,87.30794019103348,8.928077169525388,0,0
2016-12-01,London,800523,74,3.08,52638,3.22,44,63616,9,56,1,2,0,1,86.99185718406224,12.534497102421055,0,1
2017-01-01,London,952479,76,1.21,41215,1.94,42,46436,4,73,4,1,1,0,63.28806357927735,8.283577851330193,1,1
2017-02-01,London,979062,79,3.37,49219,1.65,46,52090,10,70,10,1,0,0,75.8049953909827,8.163339091885522,0,1
2017-03-01,London,818441,77,3.66,46501,1.41,47,41221,3,65,6,1,0,0,95.1906775163826,9.403129757519057,1,1
2017-04-01,London,1092635,92,2.64,58052,2.66,41,59453,3,81,9,2,1,1,77.56463097130558,11.80199123483904,0,1
2017-05-01,London,970188,78,1.48,63385,1.73,47,39883,7,83,1,1,1,1,86.05904351716279,10.16676392605342,1,0
2017-06-01,London,1052798,82,1.27,46269,0.97,50,43723,10,63,7,2,1,1,60.01009817962248,12.631743856097389,1,1
2017-07-01,London,1139845,95,1.9,55311,1.47,42,64229,2,89,8,2,0,1,87.94393146908158,10.429465845718413,1,1
2017-08-01,London,945650,79,3.55,44917,0.63,44,48783,4,82,7,1,1,0,67.21086144073504,11.26947855241755,1,1
2017-09-01,London,1055838,87,3.89,43208,1.15,46,61663,4,71,3,1,1,0,67.27765606993735,8.239355660780337,0,1
2017-10-01,London,757354,85,3.44,58721,1.95,46,57506,5,79,6,1,0,1,79.56719846188145,5.959756966961129,0,1
2017-11-01,London,1005312,86,1.87,45055,3.04,45,66569,10,64,2,1,0,0,75.82088545005676,14.41019822697234,1,1
2017-12-01,London,899849,84,1.02,44004,3.11,46,66461,3,56,7,2,1,0,83.49534381074588,8.107616953724214,1,1
2018-01-01,London,773479,85,2.02,68858,0.59,44,62781,2,85,3,1,0,1,81.78752373735907,9.914137546228817,1,1
2018-02-01,London,963190,90,1.53,56544,2.55,45,76934,7,53,9,1,0,1,89.57645821826766,5.762515643462534,1,1
2018-03-01,London,856788,89,1.99,74409,1.98,49,47022,4,68,4,1,1,1,89.42232793071668,13.14423567079152,0,0
2018-04-01,London,823174,90,2.6,43892,1.27,46,61600,9,87,6,2,1,1,80.6743410214927,14.050840377609537,1,1
2018-05-01,London,913013,91,1.33,34959,2.88,42,66658,3,69,7,2,1,1,80.77053657951377,10.058672985286883,0,1
2018-06-01,London,1022117,74,2.59,44137,2.08,42,69382,8,73,9,2,1,1,81.96880399547454,8.84428733067383,1,1
2018-07-01,London,726978,80,2.31,42232,0.72,45,99380,4,75,9,2,1,0,98.76943989068437,12.058620608962563,0,0
2018-08-01,London,883123,74,1.5,68551,2.98,48,65673,9,89,5,2,1,0,87.27132484849382,11.867166596048486,1,1
2018-09-01,London,880542,78,1.19,50339,2.07,48,62029,3,55,6,1,1,0,64.26859887473502,10.499974854873578,1,0
2018-10-01,London,755278,84,3.52,43381,2.28,47,65985,1,84,9,2,1,1,85.3372812512784,11.78627004988252,1,1
2018-11-01,London,791835,92,1.05,34977,2.6,50,51841,5,62,3,1,1,1,92.52604803950042,7.970886531872408,0,1
2018-12-01,London,982585,87,3.7,73330,0.77,44,66059,3,60,6,2,1,1,81.57672771013868,9.273060432344899,1,1
2019-01-01,London,817160,85,2.57,42449,0.52,48,75050,2,64,9,2,0,0,77.96351828674308,8.558303786676609,1,1
2019-02-01,London,1026552,79,1.19,51318,3.33,42,65437,1,70,5,1,1,1,86.46328085502373,6.628582916378277,1,1
2019-03-01,London,975695,74,1.8,48665,0.69,48,37388,2,52,3,1,0,0,95.02305466670857,10.151376734611006,1,0
2019-04-01,London,999185,79,2.44,48108,3.11,49,57657,2,64,10,1,1,1,99.12894674325499,9.712233309037433,0,0
2019-05-01,London,1038012,88,2.99,55594,2.98,47,36310,8,69,4,2,1,1,66.6176656007551,11.491892846364932,0,1
2019-06-01,London,920415,72,2.97,44149,3.36,49,77608,4,50,4,1,1,1,62.81759943881041,9.712948285333168,1,0
2019-07-01,London,749493,83,2.98,39920,2.61,41,68510,9,68,9,2,1,0,97.31248059881027,12.151647345384376,1,1
2019-08-01,London,999441,85,1.35,43762,2.62,47,55846,4,62,5,1,1,0,94.1505240800791,13.026304216000337,1,1
2019-09-01,London,617983,78,3.54,58341,1.95,48,60936,6,71,3,2,0,1,82.83075186343606,14.14188424133511,1,0
2019-10-01,London,933953,84,1.27,41409,1.91,49,60412,7,53,3,2,1,0,92.49804526882376,10.618138803383086,1,1
2019-11-01,London,963974,79,2.66,54525,2.35,43,37421,2,65,8,2,1,1,64.12148523900402,14.044637585523287,1,1
2019-12-01,London,940154,90,1.77,55657,0.77,47,60538,10,62,9,2,1,0,73.36002875306376,5.358092944177307,1,1
2020-01-01,London,757067,72,3.26,62863,2.68,49,71506,8,75,5,2,1,0,63.33877180727829,7.907048559043821,1,0
2020-02-01,London,953798,76,2.58,54533,1.95,46,52527,2,63,5,2,1,0,84.64716326428031,7.434563577719976,1,1
2020-03-01,London,1078140,90,3.16,55666,2.6,50,85646,9,77,8,1,1,0,80.23061769339222,9.557274006802462,1,1
2020-04-01,London,1020989,90,2.0,53902,2.59,43,76861,6,75,6,2,1,1,86.69712024027957,14.719141301256846,1,0
2020-05-01,London,749392,70,1.56,45822,0.51,47,33434,8,83,10,2,1,0,68.89272836856905,7.129259504826012,1,1
2020-06-01,London,829634,70,1.59,55996,1.56,45,47092,2,66,2,2,0,1,82.66406870161958,12.239678737735169,1,1
2020-07-01,London,905521,83,2.4,40702,2.72,48,50890,7,53,7,1,0,1,84.5603335615575,8.547249679475275,0,1
2020-08-01,London,942768,93,2.79,63667,2.08,41,64697,6,74,8,2,1,1,68.63244745674632,9.042357558394794,1,1
2020-09-01,London,906900,78,1.68,41824,2.02,46,65429,5,63,6,2,0,1,92.39526342822843,12.511537036455785,1,1
2020-10-01,London,777764,89,2.16,54423,1.46,44,33164,5,84,6,1,0,1,80.6294441765748,12.461148572032364,0,0
2020-11-01,London,748672,80,3.38,36955,1.47,45,40229,7,72,5,2,0,1,82.44194941466816,11.091748793796583,1,1
2020-12-01,London,960981,85,3.26,65586,0.69,41,27095,8,52,3,2,0,0,83.36154631306488,10.954499314692967,1,1
2021-01-01,London,1078311,82,2.83,50744,3.19,44,54693,6,82,6,1,1,0,89.32127123783594,11.102584551902313,0,1
2021-02-01,London,908534,75,3.97,59075,2.88,43,76354,5,76,5,2,1,0,91.24172484307871,12.206763590925183,1,0
2021-03-01,London,831445,77,1.68,35111,2.92,46,37902,9,58,8,2,1,1,86.04204467911786,7.17460343603895,0,1
2021-04-01,London,935196,70,3.05,57997,1.58,45,51196,10,60,7,2,0,1,74.00807701251873,12.719062434000891,1,1
2021-05-01,London,829636,89,3.6,57422,3.14,48,64079,4,76,2,2,1,1,62.63106813644578,12.634178142206718,1,1
2021-06-01,London,894808,77,2.47,49277,1.23,43,45132,2,59,2,2,1,0,81.40116851075135,11.282932284815526,1,0
2021-07-01,London,879708,74,1.08,49453,3.47,43,53685,2,69,5,2,1,1,81.38958861654044,11.937260614624421,1,0
2021-08-01,London,909004,76,1.32,50399,1.46,44,42858,10,56,6,1,1,1,97.8652698386135,8.91228221283483,0,1
2021-09-01,London,858784,85,1.2,44592,1.89,46,55228,10,65,8,1,1,0,73.70156918038431,5.218513772077787,0,1
2021-10-01,London,894830,87,1.44,59063,2.6,41,63160,9,62,5,2,1,1,97.18611511162224,5.079541812785406,1,0
2021-11-01,London,911107,82,2.81,32643,1.94,49,47954,9,53,6,2,1,1,66.91018584047868,13.526322327715398,0,1
2021-12-01,London,807795,72,2.64,54419,2.72,45,62550,9,69,6,2,1,1,67.40703755380237,10.54842190371608,1,1
2022-01-01,London,902339,86,2.18,60272,1.9,49,57769,6,81,6,2,1,1,91.70364560786177,9.941004157584395,1,1
2022-02-01,London,948061,80,1.32,64844,3.26,43,49855,4,56,7,2,1,1,82.13959722001735,5.884557406855365,1,1
2022-03-01,London,971849,90,3.34,52909,3.28,50,46084,5,82,1,1,0,1,80.04666514252688,8.688979435205937,0,1
2022-04-01,London,919280,78,1.8,57642,1.59,46,89588,3,82,3,1,1,1,67.30555902807194,6.16245752689938,1,1
2022-05-01,London,1017623,73,2.52,37156,0.56,44,59299,5,68,1,1,1,0,88.60687810438323,8.694787236337334,1,1
2022-06-01,London,820026,94,1.33,50924,3.35,50,54005,5,69,7,2,1,1,89.85224677950437,9.968773916867956,1,1
2022-07-01,London,700001,70,1.52,29018,1.97,48,62749,4,54,10,2,0,1,73.9031961743,14.948498070617926,0,0
2022-08-01,London,720935,84,3.51,56122,0.68,49,46517,2,87,5,1,1,1,86.00712503844048,6.271192918570485,1,1
2022-09-01,London,1173596,70,3.13,55688,2.64,41,86710,7,53,7,1,1,1,88.22583745452053,6.189030176779934,1,1
2022-10-01,London,1082956,74,3.56,59960,1.35,43,71043,9,64,2,2,0,1,85.6698577000423,13.747265052212082,1,0
2022-11-01,London,1031505,80,3.92,44304,2.71,40,66405,9,71,4,1,1,0,69.716386872866,11.08867094629233,1,1
2022-12-01,London,834544,75,3.52,51909,1.0,41,61607,6,75,5,2,0,1,86.32370243758672,9.327064492487036,1,1
2023-01-01,London,775664,80,1.07,39465,2.51,48,53755,10,61,2,1,1,0,82.98812815677951,9.155599944371422,0,1
2023-02-01,London,886668,88,2.84,61176,1.55,46,67528,3,62,1,2,1,1,88.33491984090905,13.28744265728477,0,0
2023-03-01,London,1029382,72,2.7,42245,1.79,40,48257,2,75,3,1,1,1,75.68512587877089,12.238710383147172,1,0
2023-04-01,London,803955,81,2.83,60835,3.41,49,49175,3,59,10,1,0,1,71.37681295615167,7.6724697507105235,1,0
2023-05-01,London,888865,85,1.37,47898,1.91,46,53497,8,59,7,1,0,1,68.7105047419607,6.7662342602459145,0,1
2023-06-01,London,955966,76,1.55,49843,1.79,42,55933,1,67,8,2,1,0,98.65677267218393,8.414122526274483,1,0
2023-07-01,London,683894,79,3.53,45789,2.74,50,48941,2,90,6,2,1,1,97.70310927571549,6.664194379316028,0,0
2023-08-01,London,1127769,90,1.19,47640,2.04,44,52651,1,88,10,1,1,1,69.49906780022496,7.621715517416154,1,1
2023-09-01,London,990111,82,2.96,43882,1.07,45,64308,8,81,4,2,1,1,65.93640493530549,11.79708629279095,0,1
2023-10-01,London,702068,83,2.16,48475,3.21,40,51500,5,87,5,1,1,1,66.7440676495021,5.185555390698604,1,1
2023-11-01,London,881834,79,3.43,47526,1.31,49,89102,4,81,2,1,1,1,90.19707346550778,10.17155970488958,1,0
2023-12-01,London,974229,91,3.36,45492,3.39,49,91294,7,65,7,2,1,0,76.2804316894929,10.739114060333979,1,0
2010-01-01,Markham,919199,72,2.1,65922,3.15,48,66619,2,88,3,1,1,0,81.56356020827175,12.967728605698454,1,1
2010-02-01,Markham,882201,81,1.44,51378,0.69,47,53379,6,58,6,1,1,1,78.47677173642549,6.486993182975482,1,0
2010-03-01,Markham,885201,81,3.55,67098,2.63,40,70734,1,72,8,2,1,1,87.68122780612453,13.215398609256521,1,1
2010-04-01,Markham,860676,82,3.15,46293,1.53,49,69186,6,57,7,2,1,1,68.32186617065076,13.761397846840072,1,1
2010-05-01,Markham,853508,82,1.81,48193,2.65,50,70327,5,81,9,2,1,1,88.0202798271552,7.530844032214269,1,1
2010-06-01,Markham,933978,82,3.1,58411,2.14,49,78431,5,52,9,2,1,0,61.230117620388654,14.343745403825013,0,1
2010-07-01,Markham,955538,73,3.0,58601,3.17,44,39255,2,86,9,2,1,1,68.10687625229218,11.675288182241696,1,1
2010-08-01,Markham,690682,91,3.82,34157,0.67,47,81364,4,69,7,2,1,1,75.51132629785516,7.397797388440475,0,0
2010-09-01,Markham,906747,73,2.06,54300,2.14,45,62149,2,52,4,2,0,0,76.71042686498168,6.594600977867672,1,0
2010-10-01,Markham,824322,71,2.56,46295,1.77,49,56537,8,83,9,2,1,1,74.61703521208989,6.81643236557716,1,1
2010-11-01,Markham,1076330,82,2.3,47427,1.73,45,80009,9,85,3,2,1,0,89.07024229592943,8.046963400862895,0,1
2010-12-01,Markham,828629,88,1.98,64642,2.7,49,77771,5,57,4,1,1,0,72.63141533759516,12.798425810193168,1,1
2011-01-01,Markham,955672,87,2.32,56129,3.45,46,50264,7,87,3,1,1,1,71.05517381263599,8.772857243712398,1,1
2011-02-01,Markham,806883,92,1.32,43867,0.7,48,54916,2,87,4,2,0,0,82.98836811470301,10.606429251459861,1,1
2011-03-01,Markham,841964,92,2.87,69473,3.47,48,58417,6,79,6,2,0,0,62.156667351590805,10.73313744571522,1,1
2011-04-01,Markham,873197,85,1.16,52961,1.6,47,51178,8,84,3,1,1,1,91.3870392291551,7.281673343805845,0,1
2011-05-01,Markham,814607,73,3.15,61383,1.4,42,53333,6,64,1,1,0,1,63.94060293874135,10.606568535006819,0,0
2011-06-01,Markham,815404,74,1.2,45722,2.99,41,90044,2,62,8,1,1,0,63.2089716720412,14.394336228961874,1,1
2011-07-01,Markham,919192,72,2.93,71321,0.97,44,78839,7,77,2,1,0,1,98.10343925269677,7.641103901790758,0,1
2011-08-01,Markham,957456,91,2.66,48319,3.27,45,62250,4,68,9,2,0,1,65.91136533913271,12.455679517353511,1,0
2011-09-01,Markham,914148,80,2.96,48742,2.01,47,32466,4,84,5,1,1,1,62.22664584224796,14.989429619805177,1,0
2011-10-01,Markham,882080,76,3.08,42942,1.27,43,71350,6,57,2,2,1,1,74.55330841073541,9.320427135264763,0,1
2011-11-01,Markham,828997,80,2.63,56521,2.34,45,68751,6,84,8,2,1,0,70.70592649467397,13.889522556906401,1,1
2011-12-01,Markham,967610,72,2.88,50128,0.97,41,42473,1,75,4,1,1,0,97.66779326006638,8.200048857613481,0,1
2012-01-01,Markham,1033510,86,3.84,59386,1.12,50,64787,7,76,2,1,1,1,75.13414413047649,12.620384633890751,1,0
2012-02-01,Markham,1018705,88,3.2,47691,0.84,46,37371,4,64,8,1,1,1,99.44394053920797,10.89443220604249,0,0
2012-03-01,Markham,1018289,82,3.9,34555,3.35,50,68491,7,89,6,1,1,1,68.81284114849713,8.941133835127284,1,1
2012-04-01,Markham,851652,79,1.4,63212,1.86,48,35791,5,56,10,1,1,0,73.1605045513573,9.420276084304238,0,1
2012-05-01,Markham,920432,87,1.19,38129,3.11,42,70204,5,70,2,2,1,0,74.95997468102384,13.104099327350301,1,0
2012-06-01,Markham,784207,79,1.73,62224,1.81,44,60933,9,73,6,1,1,1,75.87405881367457,14.906955658991805,1,1
2012-07-01,Markham,686682,75,1.92,70998,2.82,45,93121,6,86,10,1,0,0,87.2470838428211,8.72676095495838,1,1
2012-08-01,Markham,912541,86,3.31,68290,0.76,44,93485,6,68,9,2,1,0,88.69196606750137,8.952884610696099,0,1
2012-09-01,Markham,879149,82,3.87,44682,1.44,49,50023,6,77,1,1,1,0,88.50484317393287,10.111605960413169,0,1
2012-10-01,Markham,841644,77,3.19,74184,1.5,47,59533,5,68,9,1,1,1,80.25465014247156,9.902028542056282,0,1
2012-11-01,Markham,921453,87,3.8,40754,2.84,46,55651,2,85,8,2,1,1,65.99884237853989,8.296948867050517,0,1
2012-12-01,Markham,812016,74,3.11,45998,0.91,43,88363,4,78,2,2,1,0,88.76657527115557,11.685131814678218,1,0
2013-01-01,Markham,853389,79,3.38,43943,2.71,49,43939,4,72,2,2,1,1,93.36027652293544,6.711113333374296,1,1
2013-02-01,Markham,996609,93,1.62,34816,2.82,46,84779,5,87,4,1,1,1,77.56378486287502,9.866100436893824,1,1
2013-03-01,Markham,878731,94,3.18,47123,3.25,43,73143,4,72,7,1,1,1,94.02402193206227,13.034235690981628,1,1
2013-04-01,Markham,999030,91,2.47,50477,0.93,47,35302,4,60,10,2,1,1,93.56691242041188,12.591624811633812,1,1
2013-05-01,Markham,969693,73,2.62,25812,2.33,50,77444,3,70,10,2,1,1,67.05706786409606,12.216585494841574,1,0
2013-06-01,Markham,885284,73,1.33,43055,1.9,44,66523,6,78,7,2,1,0,94.47639793217517,8.30851804872645,0,1
2013-07-01,Markham,999795,78,3.11,45967,0.64,44,75840,10,68,8,2,1,1,63.09912263854922,12.13281722382236,1,0
2013-08-01,Markham,847722,76,3.77,50192,3.04,49,37241,7,87,6,2,1,0,96.65651672401711,8.879350756788693,1,1
2013-09-01,Markham,951368,71,2.66,43385,1.38,41,49340,3,61,6,2,0,0,77.23883370021132,8.319769521612331,1,1
2013-10-01,Markham,968362,86,2.01,58252,2.28,48,67229,8,73,4,2,0,1,92.18186768570132,13.221448795703731,1,0
2013-11-01,Markham,926526,92,2.95,45637,0.93,49,59541,6,81,8,2,0,1,87.67725678692369,13.900984241876701,1,1
2013-12-01,Markham,922460,83,3.49,31837,1.26,48,34498,10,60,2,2,1,1,70.08956876307809,5.710276580012811,1,0
2014-01-01,Markham,841551,76,1.32,46277,3.36,43,73833,7,75,7,2,1,1,95.6002909877623,10.353975274254768,0,1
